HistoryID,CaseMasterID,CaseStatusID,ChangedByEmployeeID,ChangeDate,Remarks
589,206,1,328,2025-09-28,Case registered
590,206,2,328,2025-10-18,Investigation taken up
591,206,4,328,2026-04-02,Status updated to Pending Trial
592,207,1,219,2024-05-12,Case registered
593,207,2,219,2024-05-26,Investigation taken up
594,207,7,219,2024-11-22,Status updated to Closed - False Case
595,208,1,136,2026-02-21,Case registered
596,208,2,136,2026-03-15,Investigation taken up
597,208,4,136,2026-09-20,Status updated to Pending Trial
598,209,1,204,2025-03-14,Case registered
599,209,2,204,2025-03-22,Investigation taken up
600,209,8,204,2025-09-06,Status updated to Closed - Undetected
601,210,1,422,2024-02-18,Case registered
602,210,2,422,2024-03-06,Investigation taken up
603,210,7,422,2024-03-25,Status updated to Closed - False Case
604,211,1,56,2025-09-12,Case registered
605,211,2,56,2025-10-02,Investigation taken up
606,211,4,56,2026-01-04,Status updated to Pending Trial
607,212,1,62,2025-01-27,Case registered
608,212,2,62,2025-02-24,Investigation taken up
609,212,8,62,2025-10-10,Status updated to Closed - Undetected
610,213,1,275,2024-03-16,Case registered
611,213,2,275,2024-04-01,Investigation taken up
612,213,4,275,2024-09-30,Status updated to Pending Trial
613,214,1,228,2025-10-16,Case registered
614,214,2,228,2025-11-14,Investigation taken up
615,214,4,228,2026-06-22,Status updated to Pending Trial
616,215,1,370,2025-09-27,Case registered
617,215,2,370,2025-10-17,Investigation taken up
618,215,8,370,2026-04-24,Status updated to Closed - Undetected
619,216,1,399,2026-01-20,Case registered
620,216,2,399,2026-02-19,Investigation taken up
621,216,4,399,2026-05-27,Status updated to Pending Trial
622,217,1,313,2024-04-20,Case registered
623,217,2,313,2024-04-29,Investigation taken up
624,217,4,313,2024-11-19,Status updated to Pending Trial
625,218,1,181,2025-01-27,Case registered
626,218,2,181,2025-02-05,Investigation taken up
627,218,4,181,2025-04-21,Status updated to Pending Trial
628,219,1,314,2026-02-17,Case registered
629,219,2,314,2026-03-13,Investigation taken up
630,219,4,314,2026-04-11,Status updated to Pending Trial
631,220,1,81,2025-11-02,Case registered
632,220,2,81,2025-11-11,Investigation taken up
633,220,3,81,2025-12-24,Status updated to Charge Sheeted
634,221,1,93,2024-10-09,Case registered
635,221,2,93,2024-10-19,Investigation taken up
636,221,4,93,2025-08-05,Status updated to Pending Trial
637,222,1,334,2025-07-27,Case registered
638,222,2,334,2025-08-15,Investigation taken up
639,222,4,334,2026-01-08,Status updated to Pending Trial
640,223,1,416,2026-05-18,Case registered
641,223,2,416,2026-06-04,Investigation taken up
642,223,3,416,2026-07-13,Status updated to Charge Sheeted
643,224,1,71,2025-02-05,Case registered
644,224,2,71,2025-02-25,Investigation taken up
645,224,5,71,2025-11-14,Status updated to Closed - Convicted
646,225,1,143,2025-10-22,Case registered
647,225,2,143,2025-11-15,Investigation taken up
648,225,4,143,2026-08-09,Status updated to Pending Trial
649,226,1,328,2024-12-01,Case registered
650,226,2,328,2024-12-08,Investigation taken up
651,226,8,328,2025-09-11,Status updated to Closed - Undetected
652,227,1,105,2026-03-22,Case registered
653,227,2,105,2026-03-30,Investigation taken up
654,228,1,24,2026-07-10,Case registered
655,229,1,237,2024-07-01,Case registered
656,229,2,237,2024-07-28,Investigation taken up
657,229,7,237,2024-12-17,Status updated to Closed - False Case
658,230,1,415,2025-05-27,Case registered
659,230,2,415,2025-06-19,Investigation taken up
660,230,5,415,2026-03-03,Status updated to Closed - Convicted
661,231,1,78,2026-06-06,Case registered
662,231,2,78,2026-06-13,Investigation taken up
663,231,3,78,2027-03-15,Status updated to Charge Sheeted
664,232,1,239,2025-10-07,Case registered
665,232,2,239,2025-11-03,Investigation taken up
666,232,3,239,2026-04-03,Status updated to Charge Sheeted
667,233,1,180,2025-09-07,Case registered
668,233,2,180,2025-09-25,Investigation taken up
669,233,3,180,2025-12-14,Status updated to Charge Sheeted
670,234,1,238,2025-06-05,Case registered
671,234,2,238,2025-06-27,Investigation taken up
672,234,5,238,2025-09-11,Status updated to Closed - Convicted
673,235,1,372,2025-08-01,Case registered
674,235,2,372,2025-08-31,Investigation taken up
675,235,3,372,2026-04-16,Status updated to Charge Sheeted
676,236,1,38,2025-10-23,Case registered
677,236,2,38,2025-11-12,Investigation taken up
678,236,4,38,2026-05-17,Status updated to Pending Trial
679,237,1,282,2024-06-13,Case registered
680,237,2,282,2024-07-11,Investigation taken up
681,237,4,282,2025-02-16,Status updated to Pending Trial
682,238,1,402,2025-09-18,Case registered
683,238,2,402,2025-09-23,Investigation taken up
684,238,3,402,2026-06-25,Status updated to Charge Sheeted
685,239,1,288,2026-02-21,Case registered
686,239,2,288,2026-03-15,Investigation taken up
687,239,3,288,2026-10-15,Status updated to Charge Sheeted
688,240,1,213,2025-03-15,Case registered
689,240,2,213,2025-03-31,Investigation taken up
690,240,6,213,2025-10-03,Status updated to Closed - Acquitted
691,241,1,310,2024-09-25,Case registered
692,241,2,310,2024-10-11,Investigation taken up
693,241,5,310,2025-01-01,Status updated to Closed - Convicted
694,242,1,80,2026-02-26,Case registered
695,242,2,80,2026-03-10,Investigation taken up
696,242,8,80,2026-05-16,Status updated to Closed - Undetected
697,243,1,9,2024-10-10,Case registered
698,243,2,9,2024-10-20,Investigation taken up
699,243,4,9,2025-01-11,Status updated to Pending Trial
700,244,1,2,2025-12-13,Case registered
701,244,2,2,2025-12-20,Investigation taken up
702,244,3,2,2026-04-11,Status updated to Charge Sheeted
703,245,1,158,2024-03-24,Case registered
704,245,2,158,2024-04-11,Investigation taken up
705,245,8,158,2024-12-06,Status updated to Closed - Undetected
706,246,1,358,2024-01-05,Case registered
707,246,2,358,2024-01-13,Investigation taken up
708,246,7,358,2024-04-17,Status updated to Closed - False Case
709,247,1,447,2025-09-05,Case registered
710,247,2,447,2025-09-12,Investigation taken up
711,247,3,447,2025-10-30,Status updated to Charge Sheeted
712,248,1,243,2026-02-11,Case registered
713,248,2,243,2026-02-21,Investigation taken up
714,248,3,243,2026-10-22,Status updated to Charge Sheeted
715,249,1,319,2026-03-07,Case registered
716,249,2,319,2026-03-22,Investigation taken up
717,249,4,319,2026-10-14,Status updated to Pending Trial
718,250,1,169,2024-07-03,Case registered
719,250,2,169,2024-08-01,Investigation taken up
720,250,6,169,2025-01-31,Status updated to Closed - Acquitted
721,251,1,275,2025-05-15,Case registered
722,251,2,275,2025-06-10,Investigation taken up
723,251,5,275,2026-01-26,Status updated to Closed - Convicted
724,252,1,129,2025-08-04,Case registered
725,252,2,129,2025-08-27,Investigation taken up
726,252,8,129,2025-11-08,Status updated to Closed - Undetected
727,253,1,336,2025-02-17,Case registered
728,253,2,336,2025-03-19,Investigation taken up
729,253,5,336,2025-06-05,Status updated to Closed - Convicted
730,254,1,369,2025-07-28,Case registered
731,254,2,369,2025-08-17,Investigation taken up
732,254,3,369,2025-12-21,Status updated to Charge Sheeted
733,255,1,7,2024-09-08,Case registered
734,255,2,7,2024-09-22,Investigation taken up
735,255,7,7,2025-05-09,Status updated to Closed - False Case
736,256,1,294,2026-02-12,Case registered
737,256,2,294,2026-03-09,Investigation taken up
738,256,4,294,2026-07-24,Status updated to Pending Trial
739,257,1,330,2024-10-18,Case registered
740,257,2,330,2024-11-13,Investigation taken up
741,257,7,330,2025-07-20,Status updated to Closed - False Case
742,258,1,89,2026-06-22,Case registered
743,259,1,235,2025-05-05,Case registered
744,259,2,235,2025-05-23,Investigation taken up
745,259,5,235,2025-10-27,Status updated to Closed - Convicted
746,260,1,334,2025-01-10,Case registered
747,260,2,334,2025-02-07,Investigation taken up
748,260,6,334,2025-05-15,Status updated to Closed - Acquitted
749,261,1,156,2024-07-24,Case registered
750,261,2,156,2024-08-17,Investigation taken up
751,261,6,156,2025-01-27,Status updated to Closed - Acquitted
752,262,1,131,2024-07-02,Case registered
753,262,2,131,2024-07-10,Investigation taken up
754,262,4,131,2024-08-10,Status updated to Pending Trial
755,263,1,53,2025-02-18,Case registered
756,263,2,53,2025-03-18,Investigation taken up
757,263,6,53,2025-05-13,Status updated to Closed - Acquitted
758,264,1,291,2024-04-27,Case registered
759,264,2,291,2024-05-02,Investigation taken up
760,264,5,291,2024-06-23,Status updated to Closed - Convicted
761,265,1,275,2025-02-28,Case registered
762,265,2,275,2025-03-16,Investigation taken up
763,265,4,275,2025-10-16,Status updated to Pending Trial
764,266,1,157,2025-08-23,Case registered
765,266,2,157,2025-09-08,Investigation taken up
766,266,3,157,2026-02-25,Status updated to Charge Sheeted
767,267,1,169,2026-06-15,Case registered
768,268,1,164,2025-12-25,Case registered
769,268,2,164,2026-01-23,Investigation taken up
770,268,4,164,2026-08-13,Status updated to Pending Trial
771,269,1,231,2024-03-12,Case registered
772,269,2,231,2024-04-03,Investigation taken up
773,269,6,231,2024-12-14,Status updated to Closed - Acquitted
774,270,1,91,2026-03-17,Case registered
775,270,2,91,2026-04-14,Investigation taken up
776,271,1,351,2024-11-04,Case registered
777,271,2,351,2024-11-09,Investigation taken up
778,271,8,351,2025-02-18,Status updated to Closed - Undetected
779,272,1,319,2025-03-21,Case registered
780,272,2,319,2025-04-13,Investigation taken up
781,272,6,319,2025-05-11,Status updated to Closed - Acquitted
782,273,1,103,2025-05-15,Case registered
783,273,2,103,2025-06-10,Investigation taken up
784,273,4,103,2026-03-01,Status updated to Pending Trial
785,274,1,237,2025-10-06,Case registered
786,274,2,237,2025-10-18,Investigation taken up
787,274,4,237,2026-04-10,Status updated to Pending Trial
788,275,1,54,2024-10-21,Case registered
789,275,2,54,2024-11-12,Investigation taken up
790,275,8,54,2025-01-21,Status updated to Closed - Undetected
791,276,1,24,2024-10-18,Case registered
792,276,2,24,2024-11-11,Investigation taken up
793,276,6,24,2025-06-13,Status updated to Closed - Acquitted
794,277,1,247,2026-01-20,Case registered
795,277,2,247,2026-02-03,Investigation taken up
796,277,3,247,2026-11-06,Status updated to Charge Sheeted
797,278,1,425,2025-11-27,Case registered
798,278,2,425,2025-12-12,Investigation taken up
799,278,8,425,2026-06-30,Status updated to Closed - Undetected
800,279,1,64,2025-05-11,Case registered
801,279,2,64,2025-05-21,Investigation taken up
802,279,5,64,2025-08-26,Status updated to Closed - Convicted
803,280,1,192,2025-12-12,Case registered
804,280,2,192,2026-01-10,Investigation taken up
805,280,4,192,2026-05-11,Status updated to Pending Trial
806,281,1,141,2026-06-20,Case registered
807,282,1,310,2026-06-23,Case registered
808,283,1,220,2026-07-10,Case registered
809,284,1,309,2026-07-10,Case registered
810,285,1,213,2026-07-10,Case registered
811,286,1,55,2025-10-08,Case registered
812,286,2,55,2025-10-25,Investigation taken up
813,286,8,55,2026-01-26,Status updated to Closed - Undetected
814,287,1,126,2026-01-07,Case registered
815,287,2,126,2026-02-06,Investigation taken up
816,287,8,126,2026-07-01,Status updated to Closed - Undetected
817,288,1,196,2025-01-15,Case registered
818,288,2,196,2025-01-21,Investigation taken up
819,288,4,196,2025-04-18,Status updated to Pending Trial
820,289,1,91,2024-07-14,Case registered
821,289,2,91,2024-08-07,Investigation taken up
822,289,7,91,2024-09-02,Status updated to Closed - False Case
823,290,1,85,2025-10-09,Case registered
824,290,2,85,2025-10-25,Investigation taken up
825,290,4,85,2026-06-20,Status updated to Pending Trial
826,291,1,139,2025-03-28,Case registered
827,291,2,139,2025-04-13,Investigation taken up
828,291,8,139,2026-01-11,Status updated to Closed - Undetected
829,292,1,284,2025-12-25,Case registered
830,292,2,284,2026-01-05,Investigation taken up
831,292,8,284,2026-04-30,Status updated to Closed - Undetected
832,293,1,425,2024-06-24,Case registered
833,293,2,425,2024-07-05,Investigation taken up
834,293,7,425,2024-11-24,Status updated to Closed - False Case
835,294,1,443,2024-01-01,Case registered
836,294,2,443,2024-01-24,Investigation taken up
837,294,4,443,2024-08-11,Status updated to Pending Trial
838,295,1,379,2025-10-09,Case registered
839,295,2,379,2025-10-22,Investigation taken up
840,295,4,379,2026-06-05,Status updated to Pending Trial
841,296,1,420,2024-03-26,Case registered
842,296,2,420,2024-04-20,Investigation taken up
843,296,5,420,2024-12-11,Status updated to Closed - Convicted
844,297,1,85,2024-04-19,Case registered
845,297,2,85,2024-05-17,Investigation taken up
846,297,5,85,2024-10-09,Status updated to Closed - Convicted
847,298,1,293,2026-07-10,Case registered
848,298,2,293,2026-07-24,Investigation taken up
849,299,1,177,2026-05-08,Case registered
850,299,2,177,2026-06-07,Investigation taken up
851,300,1,37,2026-06-22,Case registered
852,300,2,37,2026-07-21,Investigation taken up
853,301,1,200,2026-03-13,Case registered
854,301,2,200,2026-03-27,Investigation taken up
855,301,4,200,2026-07-25,Status updated to Pending Trial
856,302,1,322,2026-02-23,Case registered
857,302,2,322,2026-03-19,Investigation taken up
858,302,3,322,2026-05-15,Status updated to Charge Sheeted
859,303,1,304,2025-08-18,Case registered
860,303,2,304,2025-08-31,Investigation taken up
861,303,8,304,2026-01-19,Status updated to Closed - Undetected
862,304,1,255,2025-11-07,Case registered
863,304,2,255,2025-12-06,Investigation taken up
864,304,4,255,2026-09-03,Status updated to Pending Trial
865,305,1,425,2025-12-04,Case registered
866,305,2,425,2025-12-11,Investigation taken up
867,305,8,425,2026-07-13,Status updated to Closed - Undetected
868,306,1,432,2026-05-04,Case registered
869,306,2,432,2026-05-23,Investigation taken up
870,306,3,432,2026-06-14,Status updated to Charge Sheeted
871,307,1,396,2024-07-04,Case registered
872,307,2,396,2024-08-02,Investigation taken up
873,307,5,396,2025-04-09,Status updated to Closed - Convicted
874,308,1,173,2024-11-11,Case registered
875,308,2,173,2024-12-01,Investigation taken up
876,308,8,173,2025-03-09,Status updated to Closed - Undetected
877,309,1,42,2024-09-24,Case registered
878,309,2,42,2024-10-23,Investigation taken up
879,309,4,42,2024-12-28,Status updated to Pending Trial
880,310,1,6,2024-02-21,Case registered
881,310,2,6,2024-02-29,Investigation taken up
882,310,4,6,2024-05-15,Status updated to Pending Trial
883,311,1,87,2024-02-23,Case registered
884,311,2,87,2024-02-28,Investigation taken up
885,311,6,87,2024-08-16,Status updated to Closed - Acquitted
886,312,1,181,2024-12-27,Case registered
887,312,2,181,2025-01-21,Investigation taken up
888,312,4,181,2025-04-09,Status updated to Pending Trial
889,313,1,141,2024-03-09,Case registered
890,313,2,141,2024-03-30,Investigation taken up
891,313,5,141,2024-07-16,Status updated to Closed - Convicted
892,314,1,166,2025-09-10,Case registered
893,314,2,166,2025-10-08,Investigation taken up
894,314,8,166,2026-03-23,Status updated to Closed - Undetected
895,315,1,125,2025-09-23,Case registered
896,315,2,125,2025-09-29,Investigation taken up
897,315,3,125,2026-02-15,Status updated to Charge Sheeted
898,316,1,334,2024-06-15,Case registered
899,316,2,334,2024-06-25,Investigation taken up
900,316,7,334,2025-04-01,Status updated to Closed - False Case
901,317,1,367,2024-02-28,Case registered
902,317,2,367,2024-03-21,Investigation taken up
903,317,8,367,2024-08-18,Status updated to Closed - Undetected
904,318,1,235,2025-04-03,Case registered
905,318,2,235,2025-05-02,Investigation taken up
906,318,4,235,2025-12-17,Status updated to Pending Trial
907,319,1,82,2024-09-11,Case registered
908,319,2,82,2024-09-26,Investigation taken up
909,319,7,82,2024-12-03,Status updated to Closed - False Case
910,320,1,46,2025-09-01,Case registered
911,320,2,46,2025-09-26,Investigation taken up
912,320,4,46,2026-06-27,Status updated to Pending Trial
913,321,1,184,2024-02-26,Case registered
914,321,2,184,2024-03-22,Investigation taken up
915,321,5,184,2024-09-29,Status updated to Closed - Convicted
916,322,1,161,2026-06-10,Case registered
917,322,2,161,2026-07-04,Investigation taken up
918,322,3,161,2026-10-07,Status updated to Charge Sheeted
919,323,1,357,2026-06-11,Case registered
920,323,2,357,2026-07-04,Investigation taken up
921,324,1,10,2024-04-18,Case registered
922,324,2,10,2024-05-10,Investigation taken up
923,324,8,10,2024-07-26,Status updated to Closed - Undetected
924,325,1,392,2024-08-05,Case registered
925,325,2,392,2024-09-03,Investigation taken up
926,325,6,392,2024-10-01,Status updated to Closed - Acquitted
