CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
99,100190084202600001,202600001,2026-05-12,291,84,1,1,2,9,3,38,2026-05-12,2026-05-12,2026-05-12,13.14253,78.02572,"On 2026-05-12, the complainant reported that a group of armed persons robbed the complainant's premises at Area-20 area of Kolar.  The matter was registered and taken up for investigation."
100,100050027202600001,202600001,2026-06-15,94,27,1,2,7,24,2,9,2026-06-13,2026-06-13,2026-06-15,12.955694,77.62452,"A complaint was received on 2026-06-15 stating that the complainant's personal credentials were misused for financial fraud near Area-10, Bengaluru Urban.  Investigation has been initiated by the station."
101,100210090202500002,202500002,2025-01-20,314,90,1,2,2,6,5,41,2025-01-17,2025-01-17,2025-01-20,12.504979,76.977946,"On 2025-01-20, information was received at the station regarding property belonging to the complainant was stolen in Area-3 locality, Mandya district. "
102,100220092202500001,202500001,2025-05-06,320,92,1,1,1,1,5,44,2025-05-03,2025-05-03,2025-05-06,12.332136,76.540416,"On 2025-05-06, the complainant reported that the victim was found dead under suspicious circumstances at Area-14 area of Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
103,100050029202500001,202500001,2025-10-19,101,29,1,1,2,9,8,9,2025-10-18,2025-10-18,2025-10-19,12.948026,77.524061,"On 2025-10-19, the complainant reported that a group of armed persons robbed the complainant's premises at Area-9 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
104,100160072202400001,202400001,2024-12-22,244,72,1,2,4,16,7,32,2024-12-19,2024-12-19,2024-12-22,14.692366,75.329812,"On 2024-12-22, information was received at the station regarding the complainant was harassed for dowry by her in-laws in Area-4 locality, Haveri district. Preliminary information suggests a pattern consistent with prior cases in the area."
105,100220091202500001,202500001,2025-06-07,319,91,1,2,3,14,4,44,2025-06-07,2025-06-07,2025-06-07,12.241653,76.75445,"On 2025-06-07, information was received at the station regarding counterfeit currency notes were found in circulation in Area-12 locality, Mysuru district. Preliminary information suggests a pattern consistent with prior cases in the area."
106,800100044202400001,202400001,2024-11-22,151,44,3,2,2,10,8,19,2024-11-21,2024-11-21,2024-11-22,14.335276,76.363904,"On 2024-11-22, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-7 area of Chitradurga. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
107,100150068202600001,202600001,2026-06-09,229,68,1,2,2,7,2,30,2026-06-06,2026-06-06,2026-06-09,13.017682,76.011815,"A complaint was received on 2026-06-09 stating that the complainant's house was broken into and valuables were stolen near Area-1, Hassan.  Investigation has been initiated by the station."
108,100200087202600002,202600002,2026-04-24,298,87,1,2,3,14,3,39,2026-04-23,2026-04-23,2026-04-24,15.41165,76.1239,"On 2026-04-24, information was received at the station regarding counterfeit currency notes were found in circulation in Area-19 locality, Koppal district. "
109,100030011202500001,202500001,2025-10-03,37,11,1,1,1,1,4,5,2025-09-30,2025-09-30,2025-10-03,15.744906,74.382785,"On 2025-10-03, the complainant reported that the victim was found dead under suspicious circumstances at Area-3 area of Belagavi.  The matter was registered and taken up for investigation."
110,100130058202400001,202400001,2024-10-05,194,58,1,2,2,6,5,26,2024-10-05,2024-10-05,2024-10-05,15.435665,74.96555,"A complaint was received on 2024-10-05 stating that property belonging to the complainant was stolen near Area-4, Dharwad.  Investigation has been initiated by the station."
111,100160071202600001,202600001,2026-04-12,241,71,1,2,2,7,2,31,2026-04-09,2026-04-09,2026-04-12,14.859151,75.351356,"On 2026-04-12, information was received at the station regarding the complainant's house was broken into and valuables were stolen in Area-18 locality, Haveri district. "
112,300050023202500001,202500001,2025-11-09,75,23,2,2,4,16,4,10,2025-11-07,2025-11-07,2025-11-09,12.996632,77.561966,"On 2025-11-09, information was received at the station regarding the complainant was harassed for dowry by her in-laws in Area-6 locality, Bengaluru Urban district. "
113,100050030202400001,202400001,2024-10-16,104,30,1,2,1,4,6,9,2024-10-14,2024-10-14,2024-10-16,12.852014,77.645256,"On 2024-10-16, the complainant reported that the victim was physically assaulted at Area-15 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
114,100130063202500001,202500001,2025-10-01,211,63,1,2,7,23,8,25,2025-09-30,2025-09-30,2025-10-01,15.481057,74.884509,"On 2025-10-01, the complainant reported that the complainant lost money through a fraudulent online transaction at Area-8 area of Dharwad.  The matter was registered and taken up for investigation."
115,100020006202600003,202600003,2026-07-10,21,6,1,2,2,7,2,4,2026-07-08,2026-07-08,2026-07-10,15.179081,76.999348,"A complaint was received on 2026-07-10 stating that the complainant's house was broken into and valuables were stolen near Area-6, Ballari.  Investigation has been initiated by the station."
116,100310126202500001,202500001,2025-07-14,447,126,1,2,3,13,4,61,2025-07-12,2025-07-12,2025-07-14,15.211032,76.540027,"On 2025-07-14, information was received at the station regarding funds entrusted to the accused were misappropriated in Area-9 locality, Vijayanagara district. "
117,300290119202600001,202600001,2026-05-26,420,119,2,2,8,28,3,58,2026-05-24,2026-05-24,2026-05-26,16.899924,75.777722,"On 2026-05-26, the complainant reported that a person was found dead under circumstances requiring inquest at Area-18 area of Vijayapura.  The matter was registered and taken up for investigation."
118,100080038202600001,202600001,2026-01-18,132,38,1,2,2,11,4,15,2026-01-18,2026-01-18,2026-01-18,13.374896,77.697154,"On 2026-01-18, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-1 locality, Chikkaballapur district. "
119,100240100202400001,202400001,2024-01-10,353,100,1,2,3,13,6,48,2024-01-07,2024-01-07,2024-01-10,12.697672,77.394814,"A complaint was received on 2024-01-10 stating that funds entrusted to the accused were misappropriated near Area-5, Ramanagara.  Investigation has been initiated by the station."
120,100030010202400001,202400001,2024-08-08,31,10,1,2,3,12,6,6,2024-08-05,2024-08-05,2024-08-08,15.964565,74.479495,"On 2024-08-08, the complainant reported that the complainant was cheated of money on false pretences at Area-9 area of Belagavi.  The matter was registered and taken up for investigation."
121,100150069202500001,202500001,2025-03-23,235,69,1,2,2,6,6,30,2025-03-21,2025-03-21,2025-03-23,13.048096,76.011359,"On 2025-03-23, the complainant reported that property belonging to the complainant was stolen at Area-10 area of Hassan.  The matter was registered and taken up for investigation."
122,100120054202500004,202500004,2025-12-15,183,54,1,2,2,7,4,23,2025-12-15,2025-12-15,2025-12-15,14.467043,75.936262,"On 2025-12-15, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-10 area of Davanagere.  The matter was registered and taken up for investigation."
123,100170075202600001,202600001,2026-05-23,256,75,1,2,3,14,2,33,2026-05-23,2026-05-23,2026-05-23,17.231975,76.867111,"On 2026-05-23, the complainant reported that counterfeit currency notes were found in circulation at Area-20 area of Kalaburagi.  The matter was registered and taken up for investigation."
124,100200086202600001,202600001,2026-05-05,296,86,1,2,1,4,3,39,2026-05-03,2026-05-03,2026-05-05,15.41392,76.176922,"On 2026-05-05, information was received at the station regarding the victim was physically assaulted in Area-8 locality, Koppal district. "
125,100050025202500001,202500001,2025-08-03,86,25,1,2,2,11,3,9,2025-07-31,2025-07-31,2025-08-03,12.862646,77.580889,"On 2025-08-03, the complainant reported that the complainant's vehicle was stolen from where it was parked at Area-7 area of Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
126,300040016202600001,202600001,2026-02-23,54,16,2,1,4,18,4,7,2026-02-22,2026-02-22,2026-02-23,13.250121,77.530968,"On 2026-02-23, the complainant reported that a sexual offence was reported against the complainant at Area-10 area of Bengaluru Rural.  The matter was registered and taken up for investigation."
127,100050027202600002,202600002,2026-02-10,92,27,1,2,3,14,8,10,2026-02-07,2026-02-07,2026-02-10,12.946302,77.520039,"A complaint was received on 2026-02-10 stating that counterfeit currency notes were found in circulation near Area-11, Bengaluru Urban.  Investigation has been initiated by the station."
128,300010003202500001,202500001,2025-12-19,10,3,2,2,2,10,4,1,2025-12-16,2025-12-16,2025-12-19,16.266439,75.604147,"On 2025-12-19, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-18 locality, Bagalkot district. Preliminary information suggests a pattern consistent with prior cases in the area."
129,100040018202500001,202500001,2025-09-05,61,18,1,1,1,1,4,8,2025-09-03,2025-09-03,2025-09-05,13.204288,77.46514,"On 2025-09-05, information was received at the station regarding the victim was found dead under suspicious circumstances in Area-19 locality, Bengaluru Rural district. Preliminary information suggests a pattern consistent with prior cases in the area."
130,100020005202500001,202500001,2025-07-06,19,5,1,2,7,23,4,4,2025-07-03,2025-07-03,2025-07-06,15.037368,76.992694,"A complaint was received on 2025-07-06 stating that the complainant lost money through a fraudulent online transaction near Area-11, Ballari.  Investigation has been initiated by the station."
131,100020008202500002,202500002,2025-04-10,24,8,1,2,4,17,7,4,2025-04-09,2025-04-09,2025-04-10,15.230193,76.98102,"On 2025-04-10, the complainant reported that the complainant was molested near a public place at Area-6 area of Ballari.  The matter was registered and taken up for investigation."
132,100140066202500001,202500001,2025-12-07,222,66,1,2,7,24,3,27,2025-12-06,2025-12-06,2025-12-07,15.341507,75.510409,"On 2025-12-07, information was received at the station regarding the complainant's personal credentials were misused for financial fraud in Area-19 locality, Gadag district. Preliminary information suggests a pattern consistent with prior cases in the area."
133,100020006202500001,202500001,2025-04-19,21,6,1,2,7,23,4,4,2025-04-16,2025-04-16,2025-04-19,15.112501,77.037591,"On 2025-04-19, information was received at the station regarding the complainant lost money through a fraudulent online transaction in Area-4 locality, Ballari district. "
134,100220093202500001,202500001,2025-07-08,326,93,1,2,3,14,8,44,2025-07-06,2025-07-06,2025-07-08,12.406766,76.539064,"On 2025-07-08, the complainant reported that counterfeit currency notes were found in circulation at Area-18 area of Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
135,100190082202400001,202400001,2024-04-15,283,82,1,2,3,14,4,37,2024-04-13,2024-04-13,2024-04-15,13.214195,78.226767,"On 2024-04-15, information was received at the station regarding counterfeit currency notes were found in circulation in Area-15 locality, Kolar district. Preliminary information suggests a pattern consistent with prior cases in the area."
136,300030010202500001,202500001,2025-06-08,31,10,2,2,2,8,6,5,2025-06-06,2025-06-06,2025-06-08,15.737338,74.527182,"A complaint was received on 2025-06-08 stating that the complainant was robbed at knifepoint near Area-3, Belagavi. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
